id,property_id,client_id,broker_id,status,time
608,608,17,19,1,2023-08-31 13:39:39
609,609,740,19,3,2023-01-12 22:17:24
610,610,49,19,2,2023-01-12 17:23:53
611,611,122,19,1,2023-09-22 09:49:05
612,612,26,19,4,2023-10-23 13:32:43
613,613,597,19,1,2023-07-26 15:22:39
614,614,852,19,1,2023-05-03 13:26:01
615,615,461,19,4,2023-01-29 12:52:43
616,616,896,19,3,2023-02-23 18:07:10
617,617,724,19,1,2023-09-01 04:47:35
618,618,526,19,1,2023-07-15 10:47:39
619,619,807,19,4,2023-12-07 18:30:07
620,620,575,19,1,2022-11-22 07:01:07
621,621,230,19,2,2023-11-08 04:55:37
622,622,266,19,4,2023-01-03 06:50:54
623,623,335,19,2,2023-03-03 09:10:28
624,624,731,19,3,2023-02-02 13:20:41
625,625,654,20,3,2023-06-10 01:49:06
626,626,178,20,2,2022-12-25 17:36:13
627,627,6,20,4,2023-06-19 13:49:39
628,628,623,20,2,2022-11-26 04:03:43
629,629,231,20,3,2023-03-27 02:32:42
630,630,210,20,1,2023-09-15 06:24:22
631,631,130,20,4,2023-07-10 12:42:08
632,632,770,20,2,2023-11-19 15:23:28
633,633,870,20,4,2022-12-11 17:21:49
634,634,858,20,3,2023-10-31 14:39:54
635,635,258,20,1,2023-06-15 18:04:31
636,636,368,20,3,2023-01-17 09:48:10
637,637,805,20,4,2023-01-26 12:39:54
638,638,852,20,4,2023-06-08 17:04:58
639,639,855,20,4,2023-11-15 09:10:44
640,640,394,20,3,2023-03-07 17:47:33
641,641,198,20,2,2023-11-29 20:31:35
642,642,206,20,2,2023-10-06 00:01:16
643,643,293,20,4,2022-11-21 17:22:06
644,644,316,20,1,2023-05-21 06:18:57
645,645,511,20,1,2022-11-18 23:33:59
646,646,46,20,3,2023-07-01 18:48:07
647,647,327,20,1,2023-07-17 05:58:20
648,648,195,20,4,2022-11-18 22:58:53
649,649,647,20,3,2023-10-26 00:47:59
650,650,369,20,1,2023-01-23 19:57:31
651,651,139,20,4,2023-11-12 02:07:16
652,652,898,20,1,2023-11-27 15:32:56
653,653,308,20,3,2023-02-13 07:18:19
654,654,688,20,1,2023-09-21 05:01:37
655,655,538,20,1,2023-11-25 09:59:30
656,656,831,20,4,2023-12-11 12:03:23
657,657,130,20,4,2023-04-06 20:24:27
658,658,757,21,3,2023-07-10 06:48:51
659,659,505,21,3,2023-03-18 11:54:41
660,660,547,21,1,2023-02-22 02:00:41
661,661,454,21,3,2023-03-06 20:52:19
662,662,823,21,3,2023-08-02 16:03:45
663,663,723,21,3,2023-07-07 03:02:09
664,664,700,21,2,2023-10-19 07:52:14
665,665,411,21,1,2023-03-18 07:33:13
666,666,698,21,4,2023-09-09 14:11:28
667,667,580,21,4,2023-01-05 06:24:36
668,668,76,21,2,2023-10-26 12:38:43
669,669,111,21,2,2023-01-08 00:13:19
670,670,252,21,3,2023-06-08 02:16:29
671,671,593,21,1,2023-02-07 03:28:30
672,672,81,21,2,2023-09-08 09:44:55
673,673,287,21,2,2023-05-18 05:51:12
674,674,415,21,3,2022-10-29 12:15:50
675,675,624,21,3,2022-11-08 15:31:50
676,676,411,21,2,2023-10-18 13:00:17
677,677,97,21,4,2022-11-28 09:37:21
678,678,775,21,4,2022-12-12 01:26:06
679,679,705,21,2,2023-07-14 05:03:27
680,680,555,21,3,2023-05-27 14:25:05
681,681,546,21,2,2022-12-11 01:01:47
682,682,293,22,2,2023-02-04 04:33:15
683,683,598,22,4,2023-08-18 22:06:32
684,684,413,22,3,2023-05-16 17:58:24
685,685,280,22,3,2022-11-15 00:22:41
686,686,151,22,2,2023-08-17 15:38:35
687,687,251,22,1,2022-12-08 23:42:15
688,688,162,22,1,2023-07-04 19:12:46
689,689,156,22,3,2023-05-13 22:51:12
690,690,6,22,1,2022-11-23 09:36:07
691,691,161,22,1,2022-12-31 13:55:52
692,692,300,22,2,2023-12-14 19:33:12
693,693,102,22,4,2023-01-31 23:20:57
694,694,250,22,2,2023-11-01 04:01:36
695,695,603,22,2,2023-06-19 19:50:21
696,696,433,22,4,2022-12-04 07:09:53
697,697,897,22,2,2023-03-15 07:48:20
698,698,202,22,2,2023-04-06 05:55:57
699,699,182,22,2,2023-10-05 03:08:43
700,700,553,22,1,2023-04-27 05:31:33
701,701,162,22,3,2023-11-04 07:18:44
702,702,324,22,2,2022-11-06 23:13:31
703,703,423,22,4,2023-02-02 06:54:20
704,704,306,22,3,2022-11-05 23:02:09
705,705,360,22,2,2023-06-19 16:29:58
706,706,90,22,1,2023-02-26 01:46:42
707,707,547,22,4,2023-04-23 10:40:16
708,708,150,22,3,2023-09-03 20:52:29
709,709,288,22,1,2022-12-20 23:08:43
710,710,794,22,4,2023-03-13 06:20:34
711,711,337,22,3,2023-03-29 07:17:27
712,712,137,22,4,2023-12-05 11:46:40
713,713,679,22,4,2023-04-13 09:59:51
714,714,250,22,2,2023-06-27 12:30:13
715,715,293,22,1,2023-08-24 05:03:35
716,716,894,23,3,2022-12-11 03:28:14
717,717,575,23,1,2022-12-18 23:08:05
718,718,843,23,3,2023-05-30 05:22:48
719,719,340,23,2,2023-08-23 00:57:51
720,720,290,23,1,2023-09-28 14:53:19
721,721,490,23,4,2023-07-23 01:55:04
722,722,431,23,2,2023-11-21 22:48:42
723,723,576,23,2,2023-07-19 09:19:01
724,724,743,23,4,2023-05-14 18:01:04
725,725,35,23,2,2023-02-23 08:28:21
726,726,886,23,3,2023-11-04 01:21:17
727,727,571,23,1,2023-07-24 11:02:19
728,728,408,23,3,2023-02-07 08:04:55
729,729,119,23,3,2023-01-16 11:41:15
730,730,230,23,1,2023-08-11 04:43:53
731,731,196,23,4,2023-06-17 23:44:16
732,732,20,23,3,2022-11-22 07:45:10
733,733,285,23,4,2022-12-29 20:25:32
734,734,657,23,3,2023-02-09 04:34:40
735,735,879,23,2,2022-11-23 04:02:49
736,736,322,23,2,2023-04-29 09:12:58
737,737,817,23,1,2023-06-14 20:19:33
738,738,233,23,1,2023-12-03 12:19:36
739,739,414,23,3,2023-07-27 05:57:05
740,740,130,23,4,2023-12-05 00:00:49
741,741,301,23,4,2023-02-09 20:37:13
742,742,171,23,2,2023-06-28 01:17:02
743,743,618,23,1,2023-04-12 15:13:41
744,744,631,23,2,2022-12-30 20:47:59
745,745,649,23,4,2023-06-11 12:13:26
746,746,697,23,1,2023-05-20 16:30:52
747,747,584,24,4,2023-11-30 19:19:43
748,748,575,24,2,2023-08-04 10:50:22
749,749,866,24,4,2023-04-15 04:03:02
750,750,865,24,2,2023-10-06 03:05:28
751,751,271,24,1,2023-09-02 12:17:21
752,752,598,24,1,2023-11-17 23:00:46
753,753,156,24,3,2023-10-15 18:02:20
754,754,5,24,2,2023-12-21 02:34:18
755,755,275,24,3,2023-04-02 00:10:54
756,756,45,24,3,2023-06-26 20:08:54
757,757,685,24,3,2023-03-23 22:29:01
758,758,731,24,3,2022-12-14 21:57:28
759,759,159,24,2,2023-10-28 10:43:35
760,760,386,24,4,2023-06-16 01:15:12
761,761,404,24,4,2023-10-30 14:11:23
762,762,319,24,1,2023-03-28 23:34:25
763,763,574,24,1,2022-11-20 17:55:14
764,764,568,24,2,2023-10-19 00:17:48
765,765,482,24,3,2022-10-25 12:51:42
766,766,387,24,1,2023-08-13 12:50:58
767,767,533,24,1,2023-11-20 12:32:29
768,768,815,24,4,2023-05-03 18:51:01
769,769,272,24,4,2023-09-19 14:16:09
770,770,292,24,4,2023-03-12 22:33:49
771,771,65,24,4,2023-04-10 06:19:37
772,772,85,24,1,2023-07-24 05:06:57
773,773,487,24,2,2023-04-12 03:29:00
774,774,414,25,4,2023-03-06 20:49:34
775,775,569,25,3,2023-11-08 22:10:06
776,776,877,25,2,2022-10-29 21:06:02
777,777,775,25,4,2023-11-23 07:58:39
778,778,892,25,3,2023-12-02 07:27:52
779,779,522,25,4,2023-02-03 21:25:54
780,780,46,25,4,2023-07-13 19:11:40
781,781,365,25,2,2023-11-29 02:56:40
782,782,545,25,1,2023-11-25 20:41:57
783,783,310,25,2,2023-05-05 17:24:26
784,784,478,25,4,2023-12-11 12:45:13
785,785,234,25,4,2023-02-21 20:11:13
786,786,269,25,4,2023-07-01 00:44:28
787,787,436,25,2,2023-04-03 14:18:19
788,788,712,25,3,2023-12-05 08:03:35
789,789,128,25,3,2023-03-12 09:37:34
790,790,351,25,3,2023-02-22 03:48:46
791,791,830,25,1,2023-11-22 21:01:22
792,792,807,25,2,2023-09-03 23:50:31
793,793,325,25,3,2023-05-03 05:57:11
794,794,654,25,3,2023-02-26 21:21:41
795,795,226,25,3,2023-01-19 23:47:20
796,796,568,25,2,2023-07-13 19:53:17
797,797,654,25,1,2023-07-25 07:20:48
798,798,593,25,4,2023-07-23 11:56:53
799,799,518,25,2,2023-06-24 04:03:06
800,800,140,25,1,2023-10-01 08:46:39
801,801,647,25,3,2023-07-09 14:38:50
802,802,685,26,1,2022-10-26 20:44:43
803,803,296,26,1,2023-09-23 08:30:35
804,804,370,26,4,2022-11-16 04:33:25
805,805,849,26,2,2023-10-28 10:56:59
806,806,657,26,4,2023-12-29 15:28:59
807,807,138,26,3,2022-12-18 04:11:27
808,808,337,26,3,2023-12-08 01:32:55
809,809,824,26,4,2022-12-21 13:29:28
810,810,384,26,4,2023-10-29 20:26:16
811,811,358,26,1,2023-03-11 01:15:58
812,812,455,26,3,2023-05-06 16:05:53
813,813,778,26,1,2023-11-09 02:07:30
814,814,12,26,2,2023-04-04 04:53:24
815,815,403,26,1,2023-12-16 16:52:19
816,816,376,26,2,2023-09-20 14:55:08
817,817,357,26,1,2023-03-20 10:59:03
818,818,216,26,2,2023-11-22 02:33:39
819,819,692,26,3,2022-12-05 11:42:21
820,820,57,26,2,2023-12-15 12:56:05
821,821,649,26,4,2023-04-03 13:44:26
822,822,665,26,1,2023-12-17 19:00:41
823,823,759,26,1,2023-10-14 21:27:12
824,824,336,26,4,2023-02-12 18:34:33
825,825,702,26,2,2023-04-05 14:27:46
826,826,42,26,1,2023-07-17 08:17:37
827,827,83,26,4,2023-07-07 23:31:18
828,828,840,26,2,2023-01-28 09:05:25
829,829,619,26,4,2022-12-01 19:18:20
830,830,693,26,4,2023-03-12 19:22:16
831,831,6,26,1,2023-03-27 08:51:25
832,832,691,26,3,2023-03-31 22:38:20
833,833,587,27,1,2023-07-03 19:43:17
834,834,239,27,1,2023-01-17 20:16:03
835,835,320,27,1,2023-03-12 09:22:04
836,836,402,27,1,2022-11-12 09:08:12
837,837,400,27,4,2023-05-18 15:20:45
838,838,356,27,4,2023-02-27 06:17:56
839,839,94,27,2,2023-06-05 22:55:07
840,840,103,27,2,2023-05-20 06:54:33
841,841,763,27,2,2023-12-28 06:40:52
842,842,541,27,4,2023-04-14 19:12:23
843,843,558,27,3,2023-09-06 21:22:02
844,844,676,27,1,2023-03-01 17:53:16
845,845,158,27,1,2023-09-30 18:16:10
846,846,53,27,4,2023-08-11 16:38:34
847,847,841,27,2,2023-10-14 06:53:31
848,848,387,27,2,2023-02-21 22:11:11
849,849,245,27,3,2023-12-16 12:07:08
850,850,87,27,3,2023-04-16 03:45:41
851,851,454,27,3,2023-10-07 08:32:35
852,852,675,27,4,2023-10-26 04:40:55
853,853,310,27,2,2023-08-20 21:44:00
854,854,148,27,4,2023-11-17 21:05:32
855,855,623,27,3,2023-03-20 02:11:47
856,856,443,27,2,2023-12-01 13:13:01
857,857,136,27,3,2022-11-16 00:10:42
858,858,721,27,1,2023-03-29 22:46:09
859,859,844,27,2,2022-12-13 13:32:13
860,860,384,27,2,2023-01-16 21:14:41
861,861,30,27,3,2023-07-26 16:14:33
862,862,858,27,1,2023-08-23 17:59:28
863,863,776,27,3,2022-11-09 16:22:49
864,864,205,27,2,2023-07-11 01:50:32
865,865,34,27,4,2023-05-25 13:02:55
866,866,151,27,4,2023-01-17 04:51:51
867,867,887,27,2,2023-06-17 13:28:42
868,868,579,27,4,2023-09-07 07:05:43
869,869,336,28,4,2023-10-27 01:50:16
870,870,639,28,4,2022-12-14 05:20:52
871,871,858,28,2,2023-01-25 05:45:33
872,872,257,28,1,2023-04-21 22:02:44
873,873,549,28,3,2023-12-05 12:00:52
874,874,571,28,3,2023-07-10 20:24:19
875,875,168,28,2,2023-01-04 09:58:11
876,876,619,28,4,2023-01-05 21:41:26
877,877,577,28,1,2023-06-27 15:17:43
878,878,668,28,2,2023-05-21 19:43:27
879,879,604,28,1,2023-10-22 01:00:31
880,880,634,28,1,2023-12-19 18:54:51
881,881,274,28,1,2023-12-06 06:39:15
882,882,582,28,4,2023-01-30 22:39:13
883,883,586,28,4,2022-11-06 11:18:44
884,884,585,28,1,2022-11-02 06:01:09
885,885,367,28,1,2023-12-10 08:17:26
886,886,235,28,4,2023-10-04 18:39:24
887,887,785,28,1,2023-04-07 00:09:18
888,888,815,28,3,2022-11-03 23:12:33
889,889,746,28,3,2023-05-17 15:31:02
890,890,385,28,1,2023-06-27 04:51:01
891,891,132,28,2,2023-12-17 19:52:56
892,892,404,28,1,2023-03-08 17:22:19
893,893,636,28,2,2022-12-12 04:15:09
894,894,41,28,2,2023-10-27 12:29:11
895,895,655,28,2,2023-11-27 01:35:32
896,896,824,28,2,2022-11-23 01:59:21
897,897,889,28,2,2022-11-02 05:01:45
898,898,797,28,4,2023-04-18 22:39:28
899,899,781,28,3,2022-12-18 10:04:08
900,900,837,28,2,2023-01-19 07:40:25
901,901,524,28,1,2022-12-08 19:13:42
902,902,298,28,2,2023-07-25 18:21:15
903,903,484,28,2,2023-10-15 10:55:19
904,904,22,28,3,2022-11-05 14:17:26
905,905,63,29,1,2023-10-26 00:49:47
906,906,863,29,4,2022-12-14 02:56:05
907,907,797,29,1,2022-11-15 09:23:27
908,908,412,29,4,2023-08-17 02:01:23
909,909,238,29,2,2023-06-02 18:15:42
910,910,554,29,2,2023-03-02 19:46:51
911,911,660,29,3,2023-01-05 15:30:58
912,912,205,29,2,2023-02-14 20:36:27
913,913,715,29,3,2023-07-28 23:21:09
914,914,61,29,1,2023-02-27 12:48:12
915,915,790,29,4,2023-12-22 14:56:53
916,916,769,29,2,2023-06-09 09:12:10
917,917,556,29,3,2023-06-15 07:45:35
918,918,289,29,4,2023-09-08 17:54:08
919,919,309,29,1,2023-02-13 03:06:34
920,920,574,29,3,2022-11-25 05:15:23
921,921,345,29,1,2023-07-02 15:18:52
922,922,663,29,4,2023-04-29 09:21:29
923,923,172,29,2,2023-06-02 05:54:57
924,924,287,29,2,2023-08-26 11:34:09
925,925,135,29,2,2023-01-23 11:15:51
926,926,672,29,3,2023-01-09 19:52:37
927,927,360,29,3,2023-04-22 16:38:16
928,928,130,29,2,2022-12-12 16:08:49
929,929,488,29,2,2023-06-30 15:20:40
930,930,118,29,2,2023-08-26 04:13:43
931,931,111,29,1,2023-05-13 12:21:44
932,932,531,29,4,2023-11-13 19:48:26
933,933,350,29,1,2023-03-23 18:50:28
934,934,102,29,2,2023-03-17 23:07:24
935,935,744,29,2,2023-06-25 06:05:32
936,936,879,29,4,2023-02-24 06:59:09
937,937,246,29,4,2022-11-23 04:10:23
938,938,165,29,3,2022-11-01 03:22:31
939,939,495,29,3,2023-08-25 15:07:35
940,940,700,29,1,2023-06-04 04:36:39
941,941,487,29,3,2022-12-27 10:16:34
942,942,207,29,1,2023-03-11 05:36:19
943,943,66,30,2,2023-02-18 01:50:00
944,944,95,30,3,2023-08-12 13:11:54
945,945,497,30,4,2023-08-13 22:54:27
946,946,416,30,4,2023-12-15 07:23:58
947,947,445,30,2,2023-02-24 13:03:42
948,948,386,30,1,2023-12-04 20:00:59
949,949,347,30,3,2022-11-16 23:23:06
950,950,345,30,3,2023-07-11 23:16:28
951,951,438,30,2,2023-11-11 04:03:45
952,952,388,30,2,2023-09-29 04:14:27
953,953,327,30,1,2023-01-23 10:24:33
954,954,606,30,2,2023-01-09 14:38:32
955,955,567,30,3,2023-11-13 01:51:34
956,956,787,30,2,2023-03-13 08:57:51
957,957,330,30,3,2023-08-06 19:07:18
958,958,542,30,4,2023-08-15 03:36:02
959,959,87,30,4,2023-11-14 21:00:32
960,960,266,30,1,2022-12-27 07:42:25
961,961,666,30,3,2022-10-28 17:08:34
962,962,74,30,1,2023-04-30 23:42:34
963,963,378,30,1,2023-02-15 04:56:53
964,964,814,30,4,2022-11-17 01:53:58
965,965,331,30,2,2022-10-29 21:48:39
966,966,694,30,2,2022-11-06 13:06:42
967,967,703,30,2,2023-01-07 13:04:36
968,968,257,30,2,2022-11-06 08:13:41
969,969,390,30,4,2023-08-01 22:48:33
970,970,536,30,2,2023-06-26 15:12:49
971,971,492,30,2,2023-09-08 02:03:26
972,972,656,30,2,2023-04-10 14:18:49
973,973,108,30,4,2023-12-19 03:01:14
974,974,603,30,1,2023-07-19 01:01:05
975,975,310,30,2,2023-10-09 22:57:39
976,976,601,30,4,2023-01-19 22:16:13
977,977,161,30,4,2023-07-30 19:09:52
978,978,690,30,3,2023-09-23 23:32:25
979,979,318,30,3,2023-03-18 12:20:04
980,980,888,30,2,2023-09-15 21:18:40
981,981,15,30,3,2023-07-15 07:14:18
982,982,595,31,3,2023-12-21 13:43:28
983,983,298,31,4,2023-05-14 19:04:59
984,984,386,31,1,2023-02-19 05:02:58
985,985,702,31,3,2023-01-21 02:08:48
986,986,298,31,3,2022-11-01 21:42:59
987,987,632,31,2,2023-12-16 03:40:05
988,988,371,31,3,2023-01-07 05:41:54
989,989,675,31,3,2023-05-02 19:53:15
990,990,829,31,1,2022-12-09 08:25:48
991,991,443,31,1,2023-11-05 03:22:29
992,992,533,31,4,2023-03-15 10:48:10
993,993,113,31,2,2023-02-16 00:44:06
994,994,81,31,3,2023-03-18 11:41:55
995,995,229,31,4,2023-02-18 14:53:34
996,996,63,31,1,2023-11-06 19:23:03
997,997,377,31,2,2023-01-21 20:51:57
998,998,423,31,4,2023-09-09 04:17:19
999,999,762,31,4,2023-03-28 23:31:59
1000,1000,515,31,1,2022-11-15 08:13:08
